arm,gap_hw,gap_sd,gap_ideal,z_vs_zero,z_vs_ideal,correct_sign_restored,significant
A_raw,0.1103515625,0.013005018004781547,-0.03420636507901009,8.485306399378079,11.115549976621375,False,True
B_trex,0.13332139053388103,0.014754116456311197,-0.03420636507901009,9.036216497860954,11.354645065257685,False,True
